x,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,
-3.931,-1.06824,2.9707,-6.39122,10.8311,-15.0429,17.67,-17.9746,16.1231,-12.9341,9.38528,-6.21713,3.78901,-2.13818,1.12362,-0.552369,0.255225,-0.111125,0.0458639,-0.0178802,0.00671209,-0.00232495,0.000845334,-0.000218584,0.000123609,1.79422e-05,4.93183e-05,4.03462e-05,4.28203e-05,4.21616e-05,4.23311e-05,4.22889e-05,
-3.93,-1.06784,2.96802,-6.38201,10.8097,-15.0051,17.6164,-17.9105,16.0572,-12.8745,9.33721,-6.18207,3.76569,-2.12392,1.11555,-0.548118,0.253131,-0.110156,0.0454413,-0.0177056,0.00664394,-0.00229933,0.000836468,-0.000215338,0.000122787,1.84297e-05,4.94014e-05,4.05494e-05,4.29891e-05,4.23399e-05,4.25069e-05,4.24653e-05,
-3.929,-1.06744,2.96534,-6.3728,10.7883,-14.9675,17.5629,-17.8467,15.9916,-12.8152,9.28936,-6.14719,3.74251,-2.10975,1.10754,-0.543899,0.251054,-0.109195,0.0450225,-0.0175326,0.00657648,-0.00227396,0.000827703,-0.000212127,0.000121978,1.8914e-05,4.94863e-05,4.07529e-05,4.31588e-05,4.25188e-05,4.26834e-05,4.26424e-05,
-3.928,-1.06705,2.96266,-6.3636,10.7669,-14.9299,17.5095,-17.7831,15.9263,-12.7562,9.24175,-6.11251,3.71946,-2.09568,1.09958,-0.539711,0.248994,-0.108243,0.0446075,-0.0173612,0.00650969,-0.00224886,0.000819037,-0.00020895,0.000121182,1.93952e-05,4.95731e-05,4.09568e-05,4.33292e-05,4.26985e-05,4.28606e-05,4.28202e-05,
-3.927,-1.06665,2.95998,-6.35441,10.7456,-14.8924,17.4563,-17.7197,15.8612,-12.6974,9.19437,-6.07801,3.69655,-2.08169,1.09168,-0.535555,0.246949,-0.107298,0.0441962,-0.0171915,0.00644357,-0.00222403,0.000810469,-0.000205807,0.000120398,1.98732e-05,4.96619e-05,4.1161e-05,4.35004e-05,4.28788e-05,4.30384e-05,4.29988e-05,
-3.926,-1.06625,2.95731,-6.34523,10.7243,-14.855,17.4032,-17.6565,15.7963,-12.6389,9.14722,-6.0437,3.67378,-2.06779,1.08383,-0.531429,0.244921,-0.106361,0.0437885,-0.0170233,0.00637811,-0.00219945,0.000801998,-0.000202697,0.000119626,2.03482e-05,4.97524e-05,4.13656e-05,4.36724e-05,4.30597e-05,4.3217e-05,4.3178e-05,
-3.925,-1.06585,2.95463,-6.33607,10.7031,-14.8176,17.3502,-17.5935,15.7317,-12.5806,9.1003,-6.00957,3.65114,-2.05398,1.07604,-0.527334,0.24291,-0.105432,0.0433846,-0.0168568,0.00631331,-0.00217512,0.000793623,-0.000199621,0.000118867,2.08202e-05,4.98449e-05,4.15705e-05,4.38452e-05,4.32414e-05,4.33964e-05,4.33579e-05,
-3.924,-1.06545,2.95196,-6.32691,10.6819,-14.7804,17.2975,-17.5308,15.6673,-12.5226,9.05361,-5.97562,3.62863,-2.04026,1.0683,-0.52327,0.240914,-0.104511,0.0429843,-0.0166918,0.00624917,-0.00215105,0.000785343,-0.000196577,0.000118119,2.12893e-05,4.99392e-05,4.17758e-05,4.40189e-05,4.34237e-05,4.35764e-05,4.35385e-05,
-3.923,-1.06505,2.94929,-6.31777,10.6607,-14.7432,17.2448,-17.4682,15.6032,-12.4648,9.00714,-5.94186,3.60625,-2.02663,1.06061,-0.519236,0.238934,-0.103598,0.0425876,-0.0165284,0.00618566,-0.00212723,0.000777157,-0.000193565,0.000117383,2.17554e-05,5.00353e-05,4.19814e-05,4.41933e-05,4.36068e-05,4.37571e-05,4.37198e-05,
-3.922,-1.06465,2.94662,-6.30863,10.6396,-14.7061,17.1923,-17.4058,15.5394,-12.4073,8.9609,-5.90828,3.58401,-2.01309,1.05298,-0.515232,0.23697,-0.102693,0.0421944,-0.0163666,0.0061228,-0.00210366,0.000769064,-0.000190585,0.00011666,2.22187e-05,5.01333e-05,4.21875e-05,4.43685e-05,4.37905e-05,4.39386e-05,4.39019e-05,
-3.921,-1.06425,2.94395,-6.29951,10.6185,-14.6691,17.14,-17.3437,15.4757,-12.35,8.91489,-5.87488,3.5619,-1.99963,1.0454,-0.511258,0.235021,-0.101795,0.0418048,-0.0162062,0.00606056,-0.00208033,0.000761063,-0.000187637,0.000115947,2.26791e-05,5.0233e-05,4.23939e-05,4.45446e-05,4.39749e-05,4.41208e-05,4.40846e-05,
-3.92,-1.06385,2.94128,-6.29039,10.5974,-14.6322,17.0878,-17.2817,15.4124,-12.293,8.8691,-5.84166,3.53992,-1.98626,1.03787,-0.507313,0.233088,-0.100905,0.0414187,-0.0160474,0.00599895,-0.00205725,0.000753153,-0.00018472,0.000115247,2.31368e-05,5.03346e-05,4.26007e-05,4.47215e-05,4.41599e-05,4.43037e-05,4.42681e-05,
-3.919,-1.06345,2.93861,-6.28129,10.5764,-14.5954,17.0357,-17.22,15.3492,-12.2362,8.82353,-5.80862,3.51807,-1.97297,1.03039,-0.503398,0.23117,-0.100022,0.041036,-0.0158901,0.00593796,-0.00203441,0.000745333,-0.000181834,0.000114557,2.35917e-05,5.04379e-05,4.28079e-05,4.48991e-05,4.43457e-05,4.44873e-05,4.44522e-05,
-3.918,-1.06306,2.93595,-6.2722,10.5554,-14.5586,16.9838,-17.1584,15.2863,-12.1797,8.77819,-5.77576,3.49635,-1.95977,1.02297,-0.499512,0.229268,-0.0991469,0.0406569,-0.0157344,0.00587759,-0.0020118,0.000737602,-0.000178978,0.000113879,2.4044e-05,5.05431e-05,4.30156e-05,4.50776e-05,4.45322e-05,4.46717e-05,4.46372e-05,
-3.917,-1.06266,2.93329,-6.26311,10.5344,-14.522,16.932,-17.0971,15.2237,-12.1234,8.73307,-5.74307,3.47476,-1.94666,1.0156,-0.495654,0.227381,-0.0982792,0.0402811,-0.01558,0.00581782,-0.00198943,0.000729959,-0.000176153,0.000113212,2.44936e-05,5.065e-05,4.32236e-05,4.52569e-05,4.47194e-05,4.48568e-05,4.48228e-05,
-3.916,-1.06226,2.93063,-6.25404,10.5135,-14.4854,16.8804,-17.036,15.1613,-12.0674,8.68816,-5.71057,3.45329,-1.93363,1.00828,-0.491826,0.225509,-0.0974188,0.0399087,-0.0154272,0.00575865,-0.00196729,0.000722403,-0.000173357,0.000112556,2.49407e-05,5.07586e-05,4.34321e-05,4.5437e-05,4.49073e-05,4.50426e-05,4.50091e-05,
-3.915,-1.06186,2.92797,-6.24498,10.4926,-14.4489,16.8289,-16.975,15.0991,-12.0116,8.64348,-5.67823,3.43195,-1.92068,1.00101,-0.488026,0.223652,-0.0965658,0.0395396,-0.0152758,0.00570008,-0.00194539,0.000714934,-0.000170591,0.000111911,2.53852e-05,5.0869e-05,4.3641e-05,4.5618e-05,4.50959e-05,4.52292e-05,4.51962e-05,
-3.914,-1.06146,2.92531,-6.23593,10.4718,-14.4124,16.7776,-16.9143,15.0372,-11.9561,8.59901,-5.64607,3.41074,-1.90781,0.99379,-0.484255,0.221809,-0.09572,0.0391739,-0.0151258,0.0056421,-0.00192371,0.00070755,-0.000167853,0.000111277,2.58272e-05,5.09811e-05,4.38503e-05,4.57997e-05,4.52852e-05,4.54165e-05,4.5384e-05,
-3.913,-1.06106,2.92265,-6.22689,10.451,-14.3761,16.7264,-16.8538,14.9755,-11.9008,8.55476,-5.61409,3.38965,-1.89503,0.986621,-0.480512,0.219982,-0.0948814,0.0388115,-0.0149773,0.00558471,-0.00190225,0.00070025,-0.000165145,0.000110653,2.62667e-05,5.1095e-05,4.40601e-05,4.59823e-05,4.54752e-05,4.56045e-05,4.55726e-05,
-3.912,-1.06066,2.92,-6.21786,10.4302,-14.3398,16.6753,-16.7934,14.914,-11.8457,8.51073,-5.58228,3.36869,-1.88234,0.979502,-0.476797,0.218169,-0.0940499,0.0384524,-0.0148302,0.00552789,-0.00188102,0.000693033,-0.000162465,0.00011004,2.67038e-05,5.12106e-05,4.42703e-05,4.61657e-05,4.56659e-05,4.57933e-05,4.57619e-05,
-3.911,-1.06026,2.91735,-6.20884,10.4094,-14.3036,16.6244,-16.7333,14.8528,-11.7909,8.46691,-5.55064,3.34785,-1.86972,0.972432,-0.473109,0.21637,-0.0932254,0.0380965,-0.0146844,0.00547164,-0.00186002,0.0006859,-0.000159813,0.000109437,2.71386e-05,5.13278e-05,4.4481e-05,4.63499e-05,4.58573e-05,4.59828e-05,4.59519e-05,
-3.91,-1.05986,2.9147,-6.19983,10.3887,-14.2675,16.5736,-16.6734,14.7918,-11.7363,8.4233,-5.51917,3.32714,-1.85718,0.965412,-0.469449,0.214586,-0.092408,0.0377438,-0.0145401,0.00541596,-0.00183923,0.000678848,-0.000157188,0.000108845,2.7571e-05,5.14468e-05,4.46922e-05,4.65349e-05,4.60495e-05,4.61731e-05,4.61427e-05,
-3.909,-1.05947,2.91205,-6.19083,10.368,-14.2315,16.523,-16.6136,14.731,-11.6819,8.37991,-5.48787,3.30655,-1.84473,0.95844,-0.465817,0.212816,-0.0915975,0.0373942,-0.0143971,0.00536085,-0.00181865,0.000671877,-0.000154592,0.000108262,2.80011e-05,5.15675e-05,4.49038e-05,4.67208e-05,4.62424e-05,4.63642e-05,4.63342e-05,
-3.908,-1.05907,2.9094,-6.18184,10.3474,-14.1956,16.4725,-16.5541,14.6705,-11.6278,8.33673,-5.45674,3.28608,-1.83235,0.951517,-0.462211,0.21106,-0.090794,0.0370479,-0.0142555,0.00530629,-0.00179829,0.000664986,-0.000152022,0.00010769,2.84289e-05,5.16898e-05,4.51159e-05,4.69075e-05,4.6436e-05,4.6556e-05,4.65264e-05,
-3.907,-1.05867,2.90675,-6.17286,10.3268,-14.1597,16.4221,-16.4948,14.6102,-11.574,8.29376,-5.42577,3.26573,-1.82006,0.944642,-0.458633,0.209318,-0.0899972,0.0367046,-0.0141152,0.00525228,-0.00177815,0.000658174,-0.000149479,0.000107128,2.88545e-05,5.18138e-05,4.53284e-05,4.7095e-05,4.66304e-05,4.67485e-05,4.67195e-05,
-3.906,-1.05827,2.90411,-6.16389,10.3062,-14.1239,16.3719,-16.4356,14.5501,-11.5203,8.251,-5.39498,3.2455,-1.80784,0.937815,-0.455081,0.20759,-0.0892072,0.0363645,-0.0139763,0.00519881,-0.00175821,0.00065144,-0.000146962,0.000106576,2.9278e-05,5.19395e-05,4.55415e-05,4.72834e-05,4.68255e-05,4.69418e-05,4.69132e-05,
-3.905,-1.05787,2.90146,-6.15493,10.2857,-14.0883,16.3218,-16.3767,14.4903,-11.4669,8.20845,-5.36435,3.2254,-1.79571,0.931036,-0.451556,0.205876,-0.088424,0.0360274,-0.0138387,0.00514589,-0.00173848,0.000644784,-0.000144472,0.000106034,2.96993e-05,5.20668e-05,4.5755e-05,4.74726e-05,4.70213e-05,4.71359e-05,4.71077e-05,
-3.904,-1.05747,2.89882,-6.14598,10.2652,-14.0526,16.2719,-16.3179,14.4307,-11.4138,8.16611,-5.33389,3.20541,-1.78365,0.924303,-0.448057,0.204176,-0.0876474,0.0356934,-0.0137024,0.0050935,-0.00171896,0.000638205,-0.000142007,0.000105501,3.01185e-05,5.21957e-05,4.59691e-05,4.76626e-05,4.72179e-05,4.73308e-05,4.7303e-05,
-3.903,-1.05707,2.89618,-6.13705,10.2447,-14.0171,16.2221,-16.2594,14.3713,-11.3608,8.12398,-5.30359,3.18554,-1.77167,0.917618,-0.444585,0.202489,-0.0868774,0.0353624,-0.0135674,0.00504164,-0.00169964,0.000631701,-0.000139568,0.000104978,3.05357e-05,5.23263e-05,4.61836e-05,4.78535e-05,4.74152e-05,4.75264e-05,4.74991e-05,
-3.902,-1.05667,2.89354,-6.12812,10.2243,-13.9816,16.1724,-16.201,14.3122,-11.3081,8.08205,-5.27346,3.16579,-1.75976,0.91098,-0.441138,0.200816,-0.086114,0.0350344,-0.0134337,0.0049903,-0.00168052,0.000625272,-0.000137154,0.000104464,3.09508e-05,5.24585e-05,4.63987e-05,4.80452e-05,4.76132e-05,4.77228e-05,4.76959e-05,
-3.901,-1.05627,2.8909,-6.1192,10.2039,-13.9463,16.1229,-16.1428,14.2533,-11.2556,8.04032,-5.24349,3.14615,-1.74794,0.904387,-0.437717,0.199156,-0.0853571,0.0347094,-0.0133013,0.00493949,-0.0016616,0.000618918,-0.000134765,0.000103959,3.13639e-05,5.25924e-05,4.66143e-05,4.82377e-05,4.7812e-05,4.79199e-05,4.78935e-05,
-3.9,-1.05587,2.88827,-6.11029,10.1835,-13.911,16.0735,-16.0848,14.1946,-11.2034,7.9988,-5.21368,3.12663,-1.73619,0.897841,-0.434322,0.19751,-0.0846067,0.0343873,-0.0131701,0.00488919,-0.00164288,0.000612637,-0.000132401,0.000103464,3.17751e-05,5.27278e-05,4.68304e-05,4.84311e-05,4.80116e-05,4.81179e-05,4.80918e-05,
-3.899,-1.05548,2.88563,-6.1014,10.1632,-13.8757,16.0243,-16.0271,14.1361,-11.1514,7.95749,-5.18404,3.10723,-1.72451,0.89134,-0.430952,0.195877,-0.0838626,0.0340681,-0.0130402,0.00483939,-0.00162435,0.000606428,-0.000130061,0.000102978,3.21844e-05,5.28648e-05,4.70471e-05,4.86253e-05,4.82119e-05,4.83166e-05,4.82909e-05,
-3.898,-1.05508,2.883,-6.09251,10.1429,-13.8406,15.9752,-15.9695,14.0779,-11.0996,7.91637,-5.15455,3.08795,-1.71291,0.884885,-0.427608,0.194256,-0.0831249,0.0337518,-0.0129115,0.00479011,-0.00160602,0.000600292,-0.000127745,0.000102502,3.25918e-05,5.30035e-05,4.72642e-05,4.88204e-05,4.8413e-05,4.85161e-05,4.84908e-05,
-3.897,-1.05468,2.88037,-6.08364,10.1227,-13.8055,15.9262,-15.9121,14.0199,-11.048,7.87546,-5.12523,3.06877,-1.70139,0.878475,-0.424289,0.192649,-0.0823934,0.0334384,-0.012784,0.00474132,-0.00158788,0.000594226,-0.000125453,0.000102034,3.29974e-05,5.31437e-05,4.7482e-05,4.90163e-05,4.86148e-05,4.87164e-05,4.86915e-05,
-3.896,-1.05428,2.87774,-6.07477,10.1024,-13.7706,15.8774,-15.8548,13.9621,-10.9967,7.83475,-5.09606,3.04972,-1.68994,0.872109,-0.420994,0.191055,-0.0816682,0.0331278,-0.0126578,0.00469302,-0.00156992,0.000588231,-0.000123185,0.000101575,3.34011e-05,5.32855e-05,4.77002e-05,4.92131e-05,4.88174e-05,4.89175e-05,4.8893e-05,
-3.895,-1.05388,2.87511,-6.06591,10.0822,-13.7357,15.8287,-15.7978,13.9045,-10.9456,7.79424,-5.06705,3.03077,-1.67857,0.865788,-0.417724,0.189473,-0.0809492,0.03282,-0.0125328,0.00464522,-0.00155216,0.000582306,-0.00012094,0.000101125,3.38031e-05,5.34288e-05,4.79191e-05,4.94107e-05,4.90208e-05,4.91193e-05,4.90952e-05,
-3.894,-1.05348,2.87249,-6.05707,10.0621,-13.7008,15.7801,-15.741,13.8471,-10.8947,7.75392,-5.0382,3.01194,-1.66726,0.859511,-0.414479,0.187904,-0.0802364,0.032515,-0.0124089,0.00459789,-0.00153458,0.000576449,-0.000118717,0.000100683,3.42034e-05,5.35737e-05,4.81385e-05,4.96092e-05,4.92249e-05,4.9322e-05,4.92983e-05,
-3.893,-1.05308,2.86986,-6.04823,10.042,-13.6661,15.7317,-15.6843,13.79,-10.844,7.71381,-5.00951,2.99322,-1.65604,0.853278,-0.411258,0.186348,-0.0795296,0.0322128,-0.0122863,0.00455105,-0.00151718,0.00057066,-0.000116518,0.00010025,3.46019e-05,5.37202e-05,4.83584e-05,4.98085e-05,4.94298e-05,4.95254e-05,4.95021e-05,
-3.892,-1.05268,2.86724,-6.03941,10.0219,-13.6314,15.6834,-15.6279,13.7331,-10.7936,7.67389,-4.98097,2.97461,-1.64488,0.847089,-0.408062,0.184804,-0.0788288,0.0319133,-0.0121648,0.00450469,-0.00149996,0.000564939,-0.00011434,9.9826e-05,3.49988e-05,5.38682e-05,4.8579e-05,5.00087e-05,4.96355e-05,4.97297e-05,4.97067e-05,
-3.891,-1.05228,2.86462,-6.03059,10.0018,-13.5968,15.6353,-15.5716,13.6764,-10.7434,7.63417,-4.95258,2.95611,-1.6338,0.840943,-0.404889,0.183273,-0.078134,0.0316165,-0.0120444,0.00445879,-0.00148293,0.000559285,-0.000112185,9.94101e-05,3.5394e-05,5.40178e-05,4.88001e-05,5.02098e-05,4.9842e-05,4.99348e-05,4.99121e-05,
-3.89,-1.05189,2.862,-6.02179,9.98182,-13.5623,15.5872,-15.5155,13.62,-10.6933,7.59464,-4.92435,2.93772,-1.62278,0.83484,-0.40174,0.181754,-0.0774452,0.0313224,-0.0119253,0.00441336,-0.00146607,0.000553696,-0.000110052,9.90025e-05,3.57877e-05,5.41689e-05,4.90218e-05,5.04117e-05,5.00493e-05,5.01406e-05,5.01183e-05,
-3.889,-1.05149,2.85938,-6.013,9.96184,-13.5279,15.5393,-15.4596,13.5637,-10.6436,7.5553,-4.89628,2.91945,-1.61184,0.828779,-0.398615,0.180247,-0.0767623,0.031031,-0.0118072,0.0043684,-0.00144939,0.000548173,-0.00010794,9.86032e-05,3.61798e-05,5.43215e-05,4.92441e-05,5.06144e-05,5.02573e-05,5.03473e-05,5.03254e-05,
-3.888,-1.05109,2.85676,-6.00421,9.94189,-13.4935,15.4916,-15.4039,13.5077,-10.594,7.51616,-4.86836,2.90128,-1.60097,0.822761,-0.395513,0.178752,-0.0760852,0.0307422,-0.0116903,0.00432388,-0.00143288,0.000542714,-0.00010585,9.8212e-05,3.65703e-05,5.44757e-05,4.94669e-05,5.08181e-05,5.04662e-05,5.05548e-05,5.05332e-05,
-3.887,-1.05069,2.85414,-5.99544,9.92198,-13.4592,15.444,-15.3484,13.4518,-10.5446,7.47722,-4.84058,2.88322,-1.59017,0.816785,-0.392435,0.177269,-0.0754138,0.0304561,-0.0115745,0.00427983,-0.00141654,0.000537319,-0.000103781,9.7829e-05,3.69593e-05,5.46313e-05,4.96904e-05,5.10226e-05,5.06758e-05,5.07631e-05,5.07418e-05,
-3.886,-1.05029,2.85153,-5.98667,9.9021,-13.425,15.3965,-15.2931,13.3962,-10.4955,7.43846,-4.81296,2.86526,-1.57944,0.810851,-0.38938,0.175799,-0.0747482,0.0301725,-0.0114598,0.00423622,-0.00140037,0.000531987,-0.000101732,9.74539e-05,3.73469e-05,5.47885e-05,4.99145e-05,5.1228e-05,5.08862e-05,5.09722e-05,5.09512e-05,
-3.885,-1.04989,2.84892,-5.97792,9.88225,-13.3909,15.3491,-15.2379,13.3409,-10.4466,7.39989,-4.78549,2.84742,-1.56878,0.804959,-0.386348,0.17434,-0.0740883,0.0298915,-0.0113462,0.00419305,-0.00138438,0.000526718,-9.97045e-05,9.70868e-05,3.7733e-05,5.49472e-05,5.01392e-05,5.14342e-05,5.10974e-05,5.11821e-05,5.11615e-05,
-3.884,-1.04949,2.84631,-5.96918,9.86244,-13.3569,15.3019,-15.183,13.2857,-10.3979,7.36152,-4.75817,2.82968,-1.55819,0.799108,-0.383338,0.172892,-0.0734341,0.0296131,-0.0112337,0.00415032,-0.00136854,0.00052151,-9.76971e-05,9.67275e-05,3.81177e-05,5.51074e-05,5.03646e-05,5.16413e-05,5.13095e-05,5.13929e-05,5.13726e-05,
-3.883,-1.04909,2.8437,-5.96044,9.84266,-13.3229,15.2548,-15.1282,13.2307,-10.3494,7.32333,-4.731,2.81204,-1.54767,0.793297,-0.380351,0.171457,-0.0727855,0.0293372,-0.0111223,0.00410803,-0.00135288,0.000516364,-9.57098e-05,9.6376e-05,3.8501e-05,5.5269e-05,5.05905e-05,5.18493e-05,5.15223e-05,5.16044e-05,5.15845e-05,
-3.882,-1.04869,2.84109,-5.95172,9.82292,-13.289,15.2079,-15.0736,13.176,-10.3011,7.28533,-4.70398,2.79451,-1.53722,0.787528,-0.377387,0.170033,-0.0721424,0.0290639,-0.0110119,0.00406616,-0.00133738,0.000511278,-9.37424e-05,9.60321e-05,3.8883e-05,5.54322e-05,5.08171e-05,5.20582e-05,5.17359e-05,5.18168e-05,5.17972e-05,
-3.881,-1.04829,2.83848,-5.94301,9.80321,-13.2552,15.161,-15.0191,13.1214,-10.2531,7.24751,-4.6771,2.77709,-1.52683,0.781799,-0.374445,0.16862,-0.0715048,0.028793,-0.0109026,0.00402473,-0.00132204,0.000506252,-9.17946e-05,9.56958e-05,3.92636e-05,5.55968e-05,5.10443e-05,5.2268e-05,5.19504e-05,5.20301e-05,5.20107e-05,
-3.88,-1.0479,2.83588,-5.93431,9.78353,-13.2214,15.1143,-14.9649,13.0671,-10.2052,7.20989,-4.65037,2.75977,-1.51651,0.77611,-0.371525,0.167219,-0.0708726,0.0285245,-0.0107944,0.00398372,-0.00130685,0.000501285,-8.98662e-05,9.53671e-05,3.9643e-05,5.57629e-05,5.12722e-05,5.24786e-05,5.21657e-05,5.22441e-05,5.22251e-05,
-3.879,-1.0475,2.83328,-5.92561,9.76389,-13.1878,15.0678,-14.9108,13.013,-10.1576,7.17244,-4.62378,2.74255,-1.50626,0.770461,-0.368627,0.165829,-0.0702459,0.0282585,-0.0106872,0.00394312,-0.00129183,0.000496377,-8.79569e-05,9.50458e-05,4.00211e-05,5.59305e-05,5.15007e-05,5.26901e-05,5.23818e-05,5.2459e-05,5.24403e-05,
-3.878,-1.0471,2.83067,-5.91693,9.74428,-13.1542,15.0213,-14.857,12.9591,-10.1102,7.13519,-4.59734,2.72544,-1.49608,0.764852,-0.365751,0.16445,-0.0696246,0.027995,-0.010581,0.00390294,-0.00127697,0.000491527,-8.60666e-05,9.47319e-05,4.0398e-05,5.60995e-05,5.17299e-05,5.29025e-05,5.25987e-05,5.26748e-05,5.26563e-05,
-3.877,-1.0467,2.82807,-5.90826,9.72471,-13.1207,14.975,-14.8033,12.9054,-10.0629,7.09811,-4.57105,2.70843,-1.48596,0.759282,-0.362897,0.163082,-0.0690086,0.0277338,-0.0104758,0.00386317,-0.00126226,0.000486734,-8.41949e-05,9.44252e-05,4.07736e-05,5.627e-05,5.19597e-05,5.31158e-05,5.28164e-05,5.28914e-05,5.28732e-05,
-3.876,-1.0463,2.82547,-5.8996,9.70517,-13.0872,14.9289,-14.7497,12.8519,-10.0159,7.06122,-4.5449,2.69152,-1.4759,0.753751,-0.360064,0.161726,-0.0683978,0.027475,-0.0103716,0.0038238,-0.0012477,0.000481998,-8.23418e-05,9.41258e-05,4.11481e-05,5.6442e-05,5.21902e-05,5.333e-05,5.3035e-05,5.31088e-05,5.30909e-05,
-3.875,-1.0459,2.82288,-5.89094,9.68566,-13.0539,14.8828,-14.6964,12.7986,-9.96911,7.02451,-4.51889,2.67471,-1.46592,0.748259,-0.357253,0.16038,-0.0677923,0.0272185,-0.0102684,0.00378483,-0.00123329,0.000477318,-8.05069e-05,9.38336e-05,4.15215e-05,5.66154e-05,5.24213e-05,5.35451e-05,5.32544e-05,5.33271e-05,5.33095e-05,
-3.874,-1.0455,2.82028,-5.8823,9.66619,-13.0206,14.8369,-14.6432,12.7455,-9.92251,6.98798,-4.49302,2.658,-1.45599,0.742805,-0.354463,0.159045,-0.067192,0.0269644,-0.0101663,0.00374627,-0.00121904,0.000472694,-7.869e-05,9.35484e-05,4.18937e-05,5.67902e-05,5.26531e-05,5.37611e-05,5.34746e-05,5.35462e-05,5.35289e-05,
-3.873,-1.0451,2.81769,-5.87367,9.64674,-12.9874,14.7911,-14.5902,12.6927,-9.87611,6.95163,-4.46729,2.64139,-1.44614,0.73739,-0.351693,0.157721,-0.0665969,0.0267127,-0.0100651,0.0037081,-0.00120493,0.000468124,-7.68909e-05,9.32702e-05,4.22648e-05,5.69665e-05,5.28856e-05,5.3978e-05,5.36957e-05,5.37662e-05,5.37492e-05,
-3.872,-1.0447,2.8151,-5.86505,9.62734,-12.9543,14.7454,-14.5374,12.64,-9.82992,6.91547,-4.4417,2.62488,-1.43634,0.732013,-0.348945,0.156408,-0.0660068,0.0264632,-0.00996482,0.00367031,-0.00119097,0.000463609,-7.51094e-05,9.2999e-05,4.26349e-05,5.71442e-05,5.31188e-05,5.41958e-05,5.39176e-05,5.39871e-05,5.39703e-05,
-3.871,-1.04431,2.81251,-5.85643,9.60796,-12.9212,14.6999,-14.4848,12.5875,-9.78393,6.87947,-4.41626,2.60847,-1.42661,0.726674,-0.346218,0.155105,-0.0654218,0.026216,-0.00986556,0.00363292,-0.00117716,0.000459148,-7.33453e-05,9.27346e-05,4.3004e-05,5.73234e-05,5.33527e-05,5.44145e-05,5.41404e-05,5.42088e-05,5.41922e-05,
-3.87,-1.04391,2.80992,-5.84783,9.58862,-12.8882,14.6545,-14.4323,12.5353,-9.73814,6.84366,-4.39095,2.59216,-1.41694,0.721372,-0.343511,0.153813,-0.0648419,0.025971,-0.00976724,0.0035959,-0.00116349,0.000454739,-7.15983e-05,9.2477e-05,4.3372e-05,5.7504e-05,5.35873e-05,5.46341e-05,5.4364e-05,5.44314e-05,5.44151e-05,
-3.869,-1.04351,2.80733,-5.83924,9.56932,-12.8553,14.6092,-14.3801,12.4832,-9.69256,6.80803,-4.36578,2.57594,-1.40734,0.716108,-0.340824,0.152531,-0.0642669,0.0257283,-0.00966987,0.00355927,-0.00114996,0.000450384,-6.98683e-05,9.22261e-05,4.3739e-05,5.7686e-05,5.38226e-05,5.48546e-05,5.45884e-05,5.46548e-05,5.46388e-05,
-3.868,-1.04311,2.80474,-5.83066,9.55004,-12.8225,14.5641,-14.328,12.4314,-9.64718,6.77257,-4.34075,2.55983,-1.3978,0.71088,-0.338158,0.151259,-0.0636968,0.0254878,-0.00957343,0.00352301,-0.00113657,0.00044608,-6.81551e-05,9.19819e-05,4.41051e-05,5.78694e-05,5.40586e-05,5.5076e-05,5.48137e-05,5.48791e-05,5.48633e-05,
-3.867,-1.04271,2.80216,-5.82208,9.5308,-12.7897,14.5191,-14.276,12.3797,-9.60199,6.73728,-4.31585,2.54381,-1.38832,0.70569,-0.335512,0.149998,-0.0631317,0.0252494,-0.00947792,0.00348712,-0.00112333,0.000441828,-6.64584e-05,9.17443e-05,4.44703e-05,5.80542e-05,5.42953e-05,5.52984e-05,5.50399e-05,5.51043e-05,5.50888e-05,
-3.866,-1.04231,2.79957,-5.81352,9.51159,-12.757,14.4742,-14.2243,12.3283,-9.55701,6.70217,-4.29109,2.52788,-1.3789,0.700536,-0.332886,0.148747,-0.0625714,0.0250133,-0.00938332,0.0034516,-0.00111022,0.000437627,-6.47781e-05,9.15132e-05,4.48345e-05,5.82405e-05,5.45327e-05,5.55216e-05,5.52669e-05,5.53303e-05,5.53151e-05,
-3.865,-1.04191,2.79699,-5.80497,9.49242,-12.7244,14.4294,-14.1727,12.277,-9.51222,6.66723,-4.26647,2.51205,-1.36955,0.695418,-0.33028,0.147506,-0.0620159,0.0247793,-0.00928963,0.00341644,-0.00109724,0.000433477,-6.31139e-05,9.12886e-05,4.51979e-05,5.84281e-05,5.47708e-05,5.57458e-05,5.54948e-05,5.55573e-05,5.55422e-05,
-3.864,-1.04151,2.79441,-5.79643,9.47328,-12.6919,14.3848,-14.1213,12.226,-9.46764,6.63247,-4.24198,2.49632,-1.36025,0.690336,-0.327693,0.146275,-0.0614652,0.0245475,-0.00919685,0.00338164,-0.00108441,0.000429376,-6.14656e-05,9.10704e-05,4.55604e-05,5.86172e-05,5.50097e-05,5.59709e-05,5.57236e-05,5.57851e-05,5.57703e-05,
